harga_per_luas_area,jumlah_garasi,jumlah_kamar_tidur,jumlah_kamar_mandi,lokasi,luas_bangunan,luas_tanah,tipe_bangunan
,,,,malalayang,,11000.0,tanah
550000000.0,,,,mapanget,,936.0,tanah
1500000000.0,1.0,5.0,2.0,tikala,250.0,270.0,rumah
1100000000.0,1.0,4.0,4.0,malalayang,150.0,160.0,rumah
17500000000.0,,28.0,,wanea,850.0,647.0,ruang usaha
13900000000.0,,,,wanea,,1475.0,tanah
5000000.0,,,,mapanget,,4200.0,tanah
3700000000.0,,4.0,5.0,tikala,375.0,703.0,rumah
26000000000.0,,,,mapanget,,40000.0,tanah
2500000000.0,,3.0,,sario,225.0,85.0,ruko
6000000.0,,,,mapanget,,4495.0,tanah
,,,,mapanget,,41000.0,tanah
1700000.0,3.0,4.0,3.0,mapanget,97.0,460.0,rumah
,,,,mapanget,,63.0,tanah
3000000.0,,,,mapanget,,3300.0,tanah
20000000000.0,,3.0,,malalayang,2700.0,1300.0,ruang usaha
3000000000.0,,,,wenang,,400.0,tanah
766000000.0,1.0,2.0,1.0,tikala,45.0,90.0,rumah
837000000.0,,3.0,,tikala,215.0,135.0,ruko
4500000.0,,,,mapanget,,2036.0,tanah
550000000.0,1.0,3.0,2.0,malalayang,150.0,267.0,rumah
582000000.0,1.0,2.0,3.0,mapanget,109.0,165.0,rumah
7750000.0,,,,paal dua,,9000.0,tanah
776000000.0,1.0,3.0,2.0,mapanget,97.0,170.0,rumah
1260000000.0,3.0,4.0,2.0,tuminting,230.0,888.0,rumah
407000000.0,1.0,3.0,1.0,mapanget,80.0,120.0,rumah
256000000.0,1.0,2.0,1.0,mapanget,55.0,120.0,rumah
2750000000.0,1.0,4.0,3.0,wanea,340.0,451.0,rumah
1650000000.0,1.0,4.0,3.0,mapanget,99.0,134.0,rumah
1400000000.0,1.0,3.0,2.0,mapanget,136.0,112.0,rumah
3500000000.0,2.0,8.0,11.0,malalayang,600.0,787.0,rumah
1000000000.0,,2.0,1.0,mapanget,56.0,120.0,rumah
1850000000.0,1.0,8.0,8.0,tikala,430.0,255.0,rumah
3500000000.0,,,,wanea,,9500.0,tanah
2500000000.0,2.0,5.0,3.0,wenang,250.0,399.0,rumah
2650000000.0,1.0,5.0,5.0,tikala,600.0,400.0,rumah
1900000000.0,1.0,4.0,4.0,tikala,350.0,300.0,rumah
900000000.0,1.0,3.0,2.0,paal dua,120.0,180.0,rumah
2220000000.0,,2.0,,wanea,131.0,90.0,ruko
4540000000.0,2.0,4.0,5.0,wanea,275.0,252.0,rumah
3740000000.0,2.0,4.0,3.0,wanea,244.0,180.0,rumah
2140000000.0,2.0,3.0,3.0,wanea,129.0,120.0,rumah
1810000000.0,1.0,3.0,3.0,wanea,116.0,90.0,rumah
1260000000.0,1.0,3.0,3.0,mapanget,116.0,180.0,rumah
1130000000.0,1.0,3.0,3.0,mapanget,112.0,150.0,rumah
699000000.0,1.0,3.0,2.0,mapanget,67.0,150.0,rumah
572000000.0,1.0,2.0,1.0,mapanget,57.0,120.0,rumah
515000000.0,1.0,2.0,1.0,mapanget,47.0,120.0,rumah
450000000.0,,,,malalayang,,300.0,tanah
1500000000.0,1.0,3.0,2.0,tikala,120.0,372.0,rumah
16000000000.0,,6.0,1.0,mapanget,2000.0,12000.0,gudang
390000000.0,,,,mapanget,,412.0,tanah
900000000.0,1.0,2.0,2.0,wanea,120.0,160.0,rumah
375000000.0,1.0,3.0,2.0,tuminting,60.0,150.0,rumah
1250000.0,,,,tikala,,13000.0,tanah
4750000000.0,4.0,8.0,8.0,wenang,600.0,346.0,rumah
3800000000.0,,7.0,5.0,malalayang,500.0,707.0,rumah
10000000.0,,,,tikala,,996.0,tanah
2250000000.0,1.0,4.0,3.0,wanea,400.0,600.0,rumah
8500000000.0,2.0,5.0,5.0,mapanget,340.0,660.0,rumah
8990000000.0,,4.0,2.0,wenang,700.0,200.0,ruko
,,,,bunaken,,500000.0,tanah
1100000000.0,3.0,4.0,2.0,wenang,147.0,143.0,rumah
12500000000.0,,3.0,,paal dua,1000.0,3100.0,ruko
4800000000.0,,,,wanea,,2400.0,tanah
8500000.0,,,,tuminting,,1900.0,tanah
1800000.0,,,,wanea,,11204.0,tanah
16000000.0,,,,sario,,1744.0,tanah
,,,,bunaken,,57410.0,tanah
,,,,bunaken,,66000.0,tanah
3200000000.0,4.0,6.0,3.0,malalayang,480.0,600.0,rumah
2210000000.0,1.0,3.0,2.0,malalayang,82.0,236.0,rumah
1030000000.0,2.0,3.0,2.0,mapanget,60.0,120.0,rumah
1370000000.0,1.0,3.0,2.0,mapanget,73.0,90.0,rumah
,,,,tikala,,18000.0,tanah
1300000.0,,,,mapanget,,10000.0,tanah
45000000000.0,,1.0,,wanea,2968.0,742.0,ruko
650000000.0,1.0,2.0,1.0,mapanget,40.0,90.0,rumah
,,,,wanea,,47000.0,tanah
3500000000.0,9.0,7.0,7.0,malalayang,200.0,920.0,rumah
250000000.0,1.0,2.0,2.0,mapanget,100.0,120.0,rumah
2100000000.0,,,,malalayang,,1200.0,tanah
1000000000.0,,,,malalayang,,13040.0,tanah
650000000.0,1.0,5.0,3.0,mapanget,200.0,200.0,rumah
490000000.0,1.0,3.0,2.0,mapanget,200.0,120.0,rumah
285000000.0,1.0,3.0,2.0,perkamil,230.0,412.0,rumah
420000000.0,1.0,4.0,2.0,mapanget,200.0,135.0,rumah
4950000000.0,,,,malalayang,,3767.0,tanah
2200000000.0,6.0,4.0,3.0,malalayang,180.0,393.0,rumah
2000000000.0,,3.0,,sario,405.0,110.0,ruko
1500000000.0,1.0,5.0,4.0,singkil,300.0,163.0,rumah
150000000.0,,,,mapanget,,26867.0,tanah
2800000000.0,2.0,4.0,2.0,malalayang,800.0,1620.0,rumah
1750000000.0,,3.0,,wenang,170.0,85.0,ruko
2000000000.0,1.0,5.0,3.0,malalayang,600.0,240.0,rumah
8000000000.0,2.0,6.0,7.0,wanea,576.0,320.0,rumah
3250000000.0,1.0,4.0,4.0,wanea,135.0,300.0,rumah
400000000.0,,1.0,2.0,mapanget,51.0,162.0,rumah
850000000.0,,,,perkamil,323.0,339.0,rumah
2000000000.0,,,,wanea,,1250.0,tanah
,,,,mapanget,,120000.0,tanah
5000000.0,,,,paal dua,,6000.0,tanah
2500000000.0,,2.0,,tikala,315.0,90.0,ruko
895000000.0,1.0,2.0,2.0,mapanget,53.0,90.0,rumah
,,,,mapanget,,300000.0,tanah
2000000000.0,2.0,2.0,2.0,mapanget,100.0,429.0,rumah
,,,,mapanget,,18000.0,tanah
2029999999.0,2.0,3.0,3.0,mapanget,107.0,90.0,rumah
1820000000.0,1.0,3.0,2.0,mapanget,95.0,120.0,rumah
900000000.0,5.0,9.0,9.0,tikala,200.0,300.0,rumah
275000000.0,,,,malalayang,,380.0,tanah
14500000000.0,3.0,3.0,3.0,singkil,1000.0,1200.0,rumah
250000000.0,,,,malalayang,,300.0,tanah
650000000.0,,,,wanea,108.0,108.0,rumah
900000000.0,,,,malalayang,132.0,300.0,rumah
,,,,mapanget,,1400.0,tanah
750000000.0,2.0,3.0,3.0,wanea,200.0,734.0,rumah
4000000000.0,,2.0,,wenang,478.0,220.0,ruko
1120000000.0,1.0,3.0,2.0,wanea,200.0,300.0,rumah
500000000.0,,,,mapanget,,625.0,tanah
12500000000.0,,,,mapanget,,8648.0,tanah
600000000000.0,,9.0,3.0,malalayang,10000.0,10000.0,ruang usaha
1500000.0,,,,mapanget,,6994.0,tanah
3000000000.0,,,,wenang,,672.0,tanah
693000000.0,1.0,2.0,1.0,mapanget,60.0,100.0,rumah
1260000000.0,2.0,3.0,2.0,mapanget,60.0,120.0,rumah
9990000000.0,,1.0,1.0,paal dua,1500.0,8000.0,gudang
2270000000.0,1.0,3.0,3.0,mapanget,142.0,148.0,rumah
7500000000.0,,,,malalayang,,3002.0,tanah
9500000000.0,,5.0,5.0,malalayang,600.0,1800.0,rumah
900000000.0,1.0,4.0,3.0,wanea,110.0,160.0,rumah
7990000000.0,2.0,4.0,3.0,wanea,576.0,320.0,rumah
2700000.0,,,,malalayang,,1000.0,tanah
,,,,malalayang,,13000.0,tanah
540000000.0,1.0,4.0,2.0,tikala,45.0,172.0,rumah
784000000.0,1.0,3.0,1.0,mapanget,70.0,225.0,rumah
845000000.0,1.0,3.0,2.0,mapanget,105.0,200.0,rumah
1100000000.0,1.0,2.0,2.0,wanea,85.0,250.0,rumah
142000000.0,,,,tikala,8.0,8.0,ruang usaha
575000000.0,,1.0,1.0,sario,,45.0,apartemen
3500000000.0,2.0,5.0,4.0,mapanget,150.0,284.0,rumah
,2.0,2.0,1.0,,,,
2500000000.0,,21.0,11.0,mapanget,450.0,318.0,rumah
3500000000.0,1.0,5.0,4.0,wanea,500.0,300.0,rumah
8500000000.0,5.0,3.0,3.0,malalayang,700.0,4528.0,rumah
2700000000.0,6.0,8.0,7.0,sario,530.0,439.0,rumah
15000000000.0,1.0,10.0,10.0,paal dua,1000.0,1300.0,rumah
675000000.0,,,,mapanget,,675.0,tanah
1650000000.0,,2.0,,wanea,154.0,44.0,ruko
2200000000.0,1.0,5.0,5.0,mapanget,250.0,200.0,rumah
1950000000.0,2.0,5.0,2.0,sario,100.0,310.0,rumah
1650000000.0,2.0,5.0,3.0,malalayang,200.0,300.0,rumah
5100000000.0,,3.0,,wenang,272.0,78.0,ruko
958000000.0,,9.0,5.0,wanea,180.0,90.0,kost
850000000.0,1.0,14.0,6.0,malalayang,280.0,300.0,kost
